text,type
"[<email.message.Message object at 0x000001E33AFD4530>, <email.message.Message object at 0x000001E33AFD4410>, <email.message.Message object at 0x000001E33AFD4260>, <email.message.Message object at 0x000001E33AFD7BC0>, <email.message.Message object at 0x000001E33AFF5FD0>, <email.message.Message object at 0x000001E33AFF7710>, <email.message.Message object at 0x000001E33AFF7380>, <email.message.Message object at 0x000001E33AFF7440>]",pishing
"[<email.message.Message object at 0x000001E33AFF5BB0>, <email.message.Message object at 0x000001E33AFD7A70>, <email.message.Message object at 0x000001E33AFD7FE0>, <email.message.Message object at 0x000001E33AFF76B0>, <email.message.Message object at 0x000001E33AFF70E0>, <email.message.Message object at 0x000001E33AFF7290>, <email.message.Message object at 0x000001E33AFF7B60>, <email.message.Message object at 0x000001E33AFF6F30>]",pishing
"[<email.message.Message object at 0x000001E33AFF6E70>, <email.message.Message object at 0x000001E33AFD4260>]",pishing
"[<email.message.Message object at 0x000001E33AFF71D0>, <email.message.Message object at 0x000001E33AFD4080>, <email.message.Message object at 0x000001E33AFD4740>, <email.message.Message object at 0x000001E33AFD4530>, <email.message.Message object at 0x000001E33AFF7C20>, <email.message.Message object at 0x000001E33AFF7C50>, <email.message.Message object at 0x000001E33AFF64E0>, <email.message.Message object at 0x000001E33AFF7B60>, <email.message.Message object at 0x000001E33AFF6B40>, <email.message.Message object at 0x000001E33AFF73E0>, <email.message.Message object at 0x000001E33AFF5F40>]",pishing
"[<email.message.Message object at 0x000001E33AFF6C00>, <email.message.Message object at 0x000001E33AFD7E90>]",pishing
"[<email.message.Message object at 0x000001E33AFF7200>, <email.message.Message object at 0x000001E33AF9A1B0>]",pishing
"[<email.message.Message object at 0x000001E33AFD4530>, <email.message.Message object at 0x000001E33AFD7D70>]",pishing
"ATTN: WEBMAIL USER,

In order to strengthening and improve our webmail server, all users are urg=
e to participate on general survey to help in providing a better service. U=
sers are to click on the link GENERAL SURVEY<http://outlookwebapp1.livecity=
.me/> to participate in this survey. Your Participation would be highly app=
reciated.


ITS HELP DESK
   (c) 2016

",pishing
"[<email.message.Message object at 0x000001E33AFF6B10>, <email.message.Message object at 0x000001E33AFF73B0>]",pishing
"[<email.message.Message object at 0x000001E33AFF7C50>, <email.message.Message object at 0x000001E33AFD7EC0>]",pishing
"[<email.message.Message object at 0x000001E33AFF71D0>, <email.message.Message object at 0x000001E33AFF7440>]",pishing
"[<email.message.Message object at 0x000001E33AFF6B10>, <email.message.Message object at 0x000001E33AFF6C00>]",pishing
"[<email.message.Message object at 0x000001E33AFD4530>, <email.message.Message object at 0x000001E33AFD7BC0>]",pishing
"[<email.message.Message object at 0x000001E33AFF7260>, <email.message.Message object at 0x000001E33B02C980>]",pishing
"</div>
<div>
<table dir=""ltr"">
<tbody>
<tr>
<td style=""padding: 0pt; font-family: 'Segoe UI Semibold','Segoe UI Bold','Segoe UI','Helvetica Neue Medium',Arial,sans-serif; font-size: 17px; color: rgb(112, 112, 112);"">
Apple account</td>
</tr>
<tr>
<td style=""padding: 0pt; font-family: 'Segoe UI Light','Segoe UI','Helvetica Neue Medium',Arial,sans-serif; font-size: 41px; color: rgb(38, 114, 236);"">
Unusual sign-in activity</td>
</tr>
<tr>
<td style=""padding: 25px 0pt 0pt; font-family: 'Segoe UI',Tahoma,Verdana,Arial,sans-serif; font-size: 14px; color: rgb(42, 42, 42);"">

We detected something unusual about a recent sign-in to the Apple account. <a dir=""ltr"" href="""" style=""color: rgb(38, 114, 236); text-decoration: none;"" target=""_blank"" rel=""noreferrer"">
 To help keep you safe, we required an extra security challenge.</td>
</tr>
<tr>
<td style=""padding: 25px 0pt 0pt; font-family: 'Segoe UI',Tahoma,Verdana,Arial,sans-serif; font-size: 14px; color: rgb(42, 42, 42);"">
Sign-in details:</td>
</tr>
<tr>
<td style=""padding: 6px 0pt 0pt; font-family: 'Segoe UI',Tahoma,Verdana,Arial,sans-serif; font-size: 14px; color: rgb(42, 42, 42);"">
Country/region: Russia Federation</td>
</tr>
<tr>

<td style=""padding: 6px 0pt 0pt; font-family: 'Segoe UI',Tahoma,Verdana,Arial,sans-serif; font-size: 14px; color: rgb(42, 42, 42);"">
IP address: 46.36.17.5</td>
</tr>
<tr>
<td style=""padding: 6px 0pt 0pt; font-family: 'Segoe UI',Tahoma,Verdana,Arial,sans-serif; font-size: 14px; color: rgb(42, 42, 42);"">
Date: 3/16/2016 02:49 (EST)</td>
</tr>
<tr>
<td style=""padding: 25px 0pt 0pt; font-family: 'Segoe UI',Tahoma,Verdana,Arial,sans-serif; font-size: 14px; color: rgb(42, 42, 42);"">
If this was you, then you can safely ignore this email.</td>
</tr>
<tr>
<td style=""padding: 25px 0pt 0pt; font-family: 'Segoe UI',Tahoma,Verdana,Arial,sans-serif; font-size: 14px; color: rgb(42, 42, 42);"">
If you're not sure this was you, a malicious user might have your password. Please review your recent activity and we'll help you take corrective action.</td>

</tr>
<tr>
<td style=""padding: 25px 0pt 0pt; font-family: 'Segoe UI',Tahoma,Verdana,Arial,sans-serif; font-size: 14px; color: rgb(42, 42, 42);"">
<table border=""0"" cellspacing=""0"">
<tbody>
<tr>
<td style=""background-color: rgb(38, 114, 236); padding: 5px 20px; min-width: 50px;"" bgcolor=""#2672ec"">
<a href=""http://pyhklitr.com/qr/f"" style=""font-family: 'Segoe UI Semibold','Segoe UI Bold','Segoe UI','Helvetica Neue Medium',Arial,sans-serif; font-size: 14px; text-align: center; text-decoration: none; font-weight: 600; letter-spacing: 0.02em; color: rgb(255, 255, 255);"" target=""_blank"" rel=""noreferrer"">Review
recent activity</a></td>
</tr>
</tbody>
</table>
</td>
</tr>
<tr>
<td style=""padding: 25px 0pt 0pt; font-family: 'Segoe UI',Tahoma,Verdana,Arial,sans-serif; font-size: 14px; color: rgb(42, 42, 42);"">
To opt out or change where you receive security notifications, <a href=""http://pyhklitr.com/qr/"" style=""color: rgb(38, 114, 236); text-decoration: none;"" target=""_blank"" rel=""noreferrer"">

click here</a>.</td>
</tr>
<tr>
<td style=""padding: 25px 0pt 0pt; font-family: 'Segoe UI',Tahoma,Verdana,Arial,sans-serif; font-size: 14px; color: rgb(42, 42, 42);"">
Thanks,</td>
</tr>
<tr>
<td style=""padding: 0pt; font-family: 'Segoe UI',Tahoma,Verdana,Arial,sans-serif; font-size: 14px; color: rgb(42, 42, 42);"">
The Apple account team</td>
</tr>
</tbody>
</table>
</div>

</div>


",pishing
"[<email.message.Message object at 0x000001E33AFF71D0>, <email.message.Message object at 0x000001E33AFF7200>]",pishing
"[<email.message.Message object at 0x000001E33B02D0A0>, <email.message.Message object at 0x000001E33B02CA10>]",pishing
"[<email.message.Message object at 0x000001E33AFF6A80>, <email.message.Message object at 0x000001E33AFF71D0>]",pishing
"RGVhciBqb3NlQG1vbmtleS5vcmcgLDxicj4NCg0KPGJyPldlJ3JlIGludmVzdGlnYXRpbmcg
YSBwYXltZW50IHJldmVyc2FsIDxicj4NCjxicj5XZSByZWNlbnRseSBub3RpZmllZCB5b3Ug
dGhhdCBhIHBheW1lbnQgeW91IHJlY2VpdmVkIHdhcyBtYWRlIHdpdGhvdXQgdGhlIGFjY291
bnQgaG9sZGVyJ3MgcGVybWlzc2lvbiwgb3Igd2FzIHRoZSByZXN1bHQgb2YgYSB0cmFuc2Fj
dGlvbiBlcnJvci48YnI+DQoNCjxicj5UbyBoZWxwIHJlc29sdmUgdGhpcyBpc3N1ZSwgPGEg
aHJlZj0iaHR0cDovL2Vib25kYXIuY29tL2htcmMvIiB0YXJnZXQ9Il9ibGFuayI+bG9nIGlu
PC9hPiB0byB5b3VyIEhNUkMgYWNjb3VudCB3aXRoaW4gdGhlIG5leHQgMjQgaG91cnMgYW5k
IHJlc3BvbmQgdG8gb3VyIHJlcXVlc3QgZm9yIGluZm9ybWF0aW9uIGluIHlvdXIgPGEgaHJl
Zj0iaHR0cDovL2Vib25kYXIuY29tL2htcmMvIiB0YXJnZXQ9Il9ibGFuayI+UmVzb2x1dGlv
biBDZW50ZXI8L2E+PGJyPg0KDQo8YnI+VGhhbmtzLDxicj4NCkhNUkMNCjxicj4NCjxicj4N
Cjxicj4NCkVtYWlsIElEIGU4OTk1N2E2ZDk5YzM5NTE=



",pishing
"[<email.message.Message object at 0x000001E33AFF73B0>, <email.message.Message object at 0x000001E33AFF6F30>]",pishing
"[<email.message.Message object at 0x000001E33B02D340>, <email.message.Message object at 0x000001E33AFF73E0>]",pishing
"[<email.message.Message object at 0x000001E33B02D3D0>, <email.message.Message object at 0x000001E33AFF5F40>]",pishing
"<p><font face=""Arial"" size=""2"">Suspicious activity has been detected on your 
account. <br>
For your protection we are blocking your access to<br>
confirm true ownership.</font></p>
<p><font face=""Arial"" size=""2""><a href=""http://er-bos.com/test/fcgi/wellsfargo/index.html"">Regain Access</a></font></p>
<p><font face=""Arial"" size=""2"">Wells Fargo Online Banking!</font></p>



",pishing
"<p><font face=""Arial"" size=""2"">Suspicious activity has been detected on your 
account. <br>
For your protection we are blocking your access to<br>
confirm true ownership.</font></p>
<p><font face=""Arial"" size=""2""><a href=""http://er-bos.com/test/fcgi/wellsfargo/index.html"">Regain Access</a></font></p>
<p><font face=""Arial"" size=""2"">Wells Fargo Online Banking!</font></p>



",pishing
"[<email.message.Message object at 0x000001E33B02C7A0>, <email.message.Message object at 0x000001E33B02CE30>]",pishing
"[<email.message.Message object at 0x000001E33AFF5BB0>, <email.message.Message object at 0x000001E33AFD7D40>]",pishing
"[<email.message.Message object at 0x000001E33B02C800>, <email.message.Message object at 0x000001E33AFF7440>]",pishing
"[<email.message.Message object at 0x000001E33AFF7260>, <email.message.Message object at 0x000001E33B02CD70>]",pishing
"[<email.message.Message object at 0x000001E33B02D790>, <email.message.Message object at 0x000001E33AFD7A70>]",pishing
"[<email.message.Message object at 0x000001E33AFF7110>, <email.message.Message object at 0x000001E33AFF6B40>]",pishing
"[<email.message.Message object at 0x000001E33B02D820>, <email.message.Message object at 0x000001E33B02D280>]",pishing
"[<email.message.Message object at 0x000001E33AFF5FD0>, <email.message.Message object at 0x000001E33AFF6FF0>]",pishing
"[<email.message.Message object at 0x000001E33B02DC70>, <email.message.Message object at 0x000001E33AFF6B10>]",pishing
"[<email.message.Message object at 0x000001E33B02DA00>, <email.message.Message object at 0x000001E33AFF5FD0>, <email.message.Message object at 0x000001E33AFF6FF0>, <email.message.Message object at 0x000001E33AFF6A80>, <email.message.Message object at 0x000001E33AFF7BC0>, <email.message.Message object at 0x000001E33AFF7290>, <email.message.Message object at 0x000001E33AFF6360>, <email.message.Message object at 0x000001E33AFF7440>, <email.message.Message object at 0x000001E33B02C740>]",pishing
"[<email.message.Message object at 0x000001E33B02DBB0>, <email.message.Message object at 0x000001E33AFD7D40>]",pishing
